title	type	url_slug	venue	date	location	talk_url	description
2020 Summer Institute of Computational Social Science	Training	training-1	SICSS-Rutgers	2020-06-16	Virtual event		This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
